x;y;z;p
0.9894209578;0.000415883661;1;0.109076617
0.9867764942;0.0004903443297;0;0.1152997933
0.9867764942;0.0004903443297;1;0.1152997933
0.9839659206;0.0005560760171;0;0.1216341517
0.9839659206;0.0005560760171;1;0.1216341517
0.9809716326;0.0006062247597;0;0.1253572824
0.9809716326;0.0006062247597;1;0.1253572824
0.9778013238;0.0006488882678;0;0.1286662722
0.9778013238;0.0006488882678;1;0.1286662722
0.9744288011;0.0006986605205;0;0.1317382783
0.9744288011;0.0006986605205;1;0.1317382783
0.9708684175;0.0007742002229;0;0.138452583
0.9708684175;0.0007742002229;1;0.138452583
0.9671037814;0.0008590668139;0;0.1492874336
0.9671037814;0.0008590668139;1;0.1492874336
0.9631229342;0.0009097076172;0;0.1571920691
0.9631229342;0.0009097076172;1;0.1571920691
0.9589414579;0.0009160072215;0;0.1623884074
0.9589414579;0.0009160072215;1;0.1623884074
0.9545337803;0.000878613069;0;0.1696612913
0.9545337803;0.000878613069;1;0.1696612913
0.9498949596;0.000759287183;0;0.1738924278
0.9498949596;0.000759287183;1;0.1738924278
0.945041792;0.0005449021191;0;0.1740870141
0.945041792;0.0005449021191;1;0.1740870141
0.9399698778;0.0002562243002;0;0.1724774992
0.9399698778;0.0002562243002;1;0.1724774992
0.9346754567;-8.595292731e-05;0;0.1721880182
0.9346754567;-8.595292731e-05;1;0.1721880182
0.9291574649;-0.0004872111118;0;0.1709419081
0.9291574649;-0.0004872111118;1;0.1709419081
0.9234144641;-0.0009426565245;0;0.1693793868
0.9234144641;-0.0009426565245;1;0.1693793868
0.9174463742;-0.001445368018;0;0.1682858399
0.9174463742;-0.001445368018;1;0.1682858399
0.911255361;-0.001997723812;0;0.1671924083
0.911255361;-0.001997723812;1;0.1671924083
0.9048447731;-0.002601798146;0;0.1661036213
0.9048447731;-0.002601798146;1;0.1661036213
0.8982198377;-0.003259772663;0;0.1645544163
0.8982198377;-0.003259772663;1;0.1645544163
0.8913870408;-0.003967333824;0;0.162594558
0.8913870408;-0.003967333824;1;0.162594558
0.8843536318;-0.004716469005;0;0.1608328242
0.8843536318;-0.004716469005;1;0.1608328242
0.8770557876;-0.005512009988;0;0.1595158754
0.8770557876;-0.005512009988;1;0.1595158754
0.8695426171;-0.006352702138;0;0.1583219214
0.8695426171;-0.006352702138;1;0.1583219214
0.8618388416;-0.007239322934;0;0.1568202346
0.8618388416;-0.007239322934;1;0.1568202346
0.8539533414;-0.008168965665;0;0.1555288805
0.8539533414;-0.008168965665;1;0.1555288805
0.8457567798;-0.009161742713;0;0.1541872335
0.8457567798;-0.009161742713;1;0.1541872335
0.8373805205;-0.0102083288;0;0.1524295441
0.8373805205;-0.0102083288;1;0.1524295441
0.8288373888;-0.01130568071;0;0.1500104887
0.8288373888;-0.01130568071;1;0.1500104887
0.8199814701;-0.01246550522;0;0.1476055809
0.8199814701;-0.01246550522;1;0.1476055809
0.810933458;-0.01367286711;0;0.145039987
0.810933458;-0.01367286711;1;0.145039987
0.8017288652;-0.01492083312;0;0.1417827222
0.8017288652;-0.01492083312;1;0.1417827222
0.7921621817;-0.01622504644;0;0.1390393879
0.7921621817;-0.01622504644;1;0.1390393879
0.7824426299;-0.01755851831;0;0.1362593705
0.7824426299;-0.01755851831;1;0.1362593705
0.7724900383;-0.0189309587;0;0.1334140254
0.7724900383;-0.0189309587;1;0.1334140254
0.7622344392;-0.02035090301;0;0.1306920408
0.7622344392;-0.02035090301;1;0.1306920408
0.7518354551;-0.0217963486;0;0.1273290166
0.7518354551;-0.0217963486;1;0.1273290166
0.7410718032;-0.02328852739;0;0.1243972344
0.7410718032;-0.02328852739;1;0.1243972344
0.7301048019;-0.0248065607;0;0.1209627461
0.7301048019;-0.0248065607;1;0.1209627461
0.7189088374;-0.02634562281;0;0.1173640919
0.7189088374;-0.02634562281;1;0.1173640919
0.7073415823;-0.02791589407;0;0.1143578238
0.7073415823;-0.02791589407;1;0.1143578238
0.6956092505;-0.02949670528;0;0.1120779072
0.6956092505;-0.02949670528;1;0.1120779072
0.6834960612;-0.03113470179;0;0.1079553115
0.6834960612;-0.03113470179;1;0.1079553115
0.6711071605;-0.03279178628;0;0.1013768617
0.6711071605;-0.03279178628;1;0.1013768617
0.6584971327;-0.03440151392;0;0.09764457422
0.6584971327;-0.03440151392;1;0.09764457422
0.6453848306;-0.03600653357;0;0.09464404564
0.6453848306;-0.03600653357;1;0.09464404564
0.6320331751;-0.03757505092;0;0.09174247628
0.6320331751;-0.03757505092;1;0.09174247628
0.6183693682;-0.03910944596;0;0.08910087034
0.6183693682;-0.03910944596;1;0.08910087034
0.6042160994;-0.04062271121;0;0.08649145647
0.6042160994;-0.04062271121;1;0.08649145647
0.5897802636;-0.04208201464;0;0.08380552245
0.5897802636;-0.04208201464;1;0.08380552245
0.5749747232;-0.04348258939;0;0.08020026877
0.5749747232;-0.04348258939;1;0.08020026877
0.5596348625;-0.04478886089;0;0.07792410591
0.5596348625;-0.04478886089;1;0.07792410591
0.543950024;-0.04596676734;0;0.07726788119
0.543950024;-0.04596676734;1;0.07726788119
