x;y;p
62.33748762000002;-34.04059764;1623.825488201175
65.77665695999995;-34.984389660000005;1615.4633327705776
69.32243933999999;-35.943989009999996;1605.5750568137175
72.98246315999995;-36.916846830000004;1594.2508085131426
76.76690603999997;-37.89167664000001;1581.7266661122676
80.68581624000001;-38.858623080000015;1568.2404701555552
84.74589479999997;-39.82280924999999;1553.3381290960579
88.95722876999996;-40.77696464999998;1537.2225586287675
93.33047762999996;-41.71242171;1520.3082675088351
97.87368816;-42.63517719;1501.2971150253304
102.60075447;-43.52359932000001;1481.9319222833476
107.52424989000004;-44.35861776000001;1462.8967539475275
112.65268539000003;-45.144720179999986;1443.1761429047551
117.99717356999994;-45.874042440000025;1423.0353777533776
123.56774289000002;-46.54940631;1401.7294164919501
129.37755092999998;-47.151447090000005;1380.1983235817177
135.44020802999998;-47.65290450000001;1360.8620926691176
141.76692456;-48.053479379999985;1340.9142926320576
148.37028384000004;-48.33031905;1324.2336196712176
155.26101353999996;-48.44068055999999;1314.1816695664652
162.45000000000002;-48.51000000000001;1314.1816695664652
173.23623677999996;-48.270656609999975;1273.5944235239401
184.70649231;-47.780576640000014;1256.94840649518
196.86239712000003;-46.93700123999999;1246.2890284026
209.73028719000004;-45.74576903999998;1238.4587348546177
223.30121916000002;-44.09995337999999;1240.227947142765
237.55698558000003;-41.96189609999999;1249.8944666189625
252.47351411999998;-39.31833654000001;1273.1769292759652
268.16488329000003;-36.37171754999999;1299.777751914075
284.5949353800001;-33.29870187;1321.7371556689125
301.85206170000004;-30.26419590000001;1342.11715916166
319.96829009999993;-27.484517078999993;1359.9813480704327
339.0236979;-25.206941303999994;1375.2266795601076
359.02059210000004;-23.817162576;1383.180708881475
380.0168115000001;-23.638692431999996;1383.4406544991202
401.84852699999993;-24.960103317;1378.7063998525127
424.55353920000005;-28.178885759999993;1355.5159359375375
447.7699182;-33.61464536999999;1293.28946033175
471.4908621;-40.90297047000001;1183.6638356100077
496.16179829999993;-48.52880609999999;1083.5028352173376
522.0419181;-55.163001479999984;1038.9516461615026
549.0713088;-60.71234456999998;1028.831020800345
576.9778077;-66.10800399;999.62989381269
605.6152251000001;-71.69121333;947.0333696973976
634.9969911;-77.09439366000001;912.2726758138876
665.3133221999999;-82.33522524000001;881.286174730395
696.2408604;-87.43816296000001;850.5700267498875
727.6302188999999;-92.54222808000003;808.3449418925474
